Domain Name,Record Name,Record Type,Record Value
pinter-lab.com,_ab74973fc8883873d17537ff556ea8ee.pinter-lab.com.,CNAME,_0b8f49646f17532e98790cce29e7172a.mvtxpqxpkb.acm-validations.aws.
